esp,archi,spiegati_medi,quota_archi,quota_spiegata
45,1213,8.078318219291013,0.0017264126909123515,0.1795181826509114
46,1148,8.278745644599303,0.0016339008814240557,0.17997273140433268
47,1102,8.178765880217785,0.0015684309854784924,0.17401629532378265
48,1052,8.230038022813687,0.0014972680551028803,0.17145912547528516
49,1049,8.584366062917065,0.0014929982792803436,0.17519114414116457
50,1006,8.684890656063619,0.001431798159157317,0.1736978131212724
51,999,8.624624624624625,0.0014218353489047313,0.16911028675734557
52,922,8.793926247288503,0.0013122444361262887,0.16911396629400968
53,896,8.842633928571429,0.0012752397123309703,0.16684214959568733
54,865,8.8242774566474,0.0012311186954980908,0.16341254549347037
55,859,8.746216530849825,0.0012225791438530173,0.1590221187427241
56,842,8.790973871733966,0.0011983837475253091,0.15698167628096368
57,854,9.039812646370024,0.0012154628508154561,0.1585932043222811
58,759,8.318840579710145,0.0010802532831017929,0.14342828585707146
59,693,8.906204906204906,0.0009863182150059847,0.1509526255288967
60,724,8.98342541436464,0.0010304392318388643,0.14972375690607734
61,740,9.291891891891892,0.0010532113695590603,0.15232609658839166
62,691,9.445730824891461,0.0009834716977909603,0.15235049717566873
63,655,8.931297709923664,0.0009322343879205196,0.14176663031624864
64,654,9.536697247706423,0.0009308111293130073,0.14901089449541285
65,624,9.445512820512821,0.0008881133710876399,0.1453155818540434
66,657,9.643835616438356,0.000935080905135544,0.1461187214611872
67,583,9.499142367066895,0.000829759768179638,0.14177824428458052
68,563,9.076376554174068,0.0008012945960293932,0.13347612579667748
69,574,9.153310104529616,0.0008169504407120278,0.13265666818158864
70,535,9.433644859813084,0.0007614433550190503,0.13476635514018692
71,523,8.795411089866157,0.0007443642517289034,0.1238790294347346
72,496,10.046370967741936,0.0007059362693260728,0.13953293010752688
73,504,10.113095238095237,0.0007173223381861707,0.13853555120678407
74,511,10.567514677103718,0.0007272851484387564,0.14280425239329347
75,486,10.613168724279836,0.0006917036832509504,0.14150891632373114
76,453,9.116997792494482,0.0006447361492030463,0.11996049726966423
77,424,9.98820754716981,0.0006034616495851913,0.12971698113207547
78,468,9.626068376068377,0.00066608502831573,0.12341113302651764
79,390,10.402564102564103,0.000555070856929775,0.1316780266147355
80,413,9.4818401937046,0.0005878058049025566,0.1185230024213075
81,406,10.514778325123153,0.0005778429946499709,0.12981207808794015
82,421,10.019002375296912,0.0005991918737626546,0.12218295579630381
83,389,10.51413881748072,0.0005536475983222627,0.12667637129494844
84,361,10.686980609418283,0.0005137963573119199,0.12722595963593195
85,372,10.793010752688172,0.0005294522019945546,0.1269765970904491
86,375,10.557333333333334,0.0005337219778170913,0.12275968992248062
87,382,10.952879581151832,0.000543684788069677,0.12589516759944636
88,331,9.96676737160121,0.00047109859908655265,0.11325872013183193
89,340,10.797058823529412,0.0004839079265541628,0.12131526768010575
90,340,11.623529411764705,0.0004839079265541628,0.1291503267973856
91,312,10.631410256410257,0.00044405668554381997,0.11682868413637645
92,339,11.47197640117994,0.00048248466794665056,0.12469539566499935
93,289,10.508650519031141,0.0004113217375710384,0.1129962421401198
94,306,13.068627450980392,0.00043551713389874654,0.13902795160617437
95,289,12.262975778546712,0.0004113217375710384,0.1290839555636496
96,287,12.003484320557492,0.0004084752203560139,0.1250362950058072
97,261,12.524904214559387,0.00037147049656069555,0.12912272386143697
98,285,12.470175438596492,0.00040562870314098944,0.1272466881489438
99,260,13.065384615384616,0.00037004723795318334,0.13197358197358197
100,268,11.376865671641792,0.0003814333068132813,0.11376865671641792
101,251,12.231075697211155,0.00035723791048557316,0.12109975937832827
102,265,13.037735849056604,0.00037716353099074456,0.12782093969663338
103,250,11.6,0.0003558146518780609,0.11262135922330097
104,238,12.193277310924369,0.000338735548587914,0.11724305106658048
105,218,12.385321100917432,0.0003102703764376691,0.1179554390563565
106,258,12.15891472868217,0.00036720072073815886,0.1147067427234167
107,223,12.959641255605382,0.0003173866694752303,0.12111814257575124
108,227,12.066079295154186,0.00032307970390527927,0.11172295643661283
109,202,12.222772277227723,0.0002874982387174732,0.11213552547915341
110,202,12.435643564356436,0.0002874982387174732,0.11305130513051305
111,207,13.719806763285025,0.00029461453175503444,0.12360186273229752
112,221,13.48868778280543,0.00031454015226020583,0.12043471234647705
