estimate,se,mcmc_se,p,Pr(>|z|),term,model,ci_lo,ci_hi,or,rete
-9.61040438021525,0.0947200102231785,0,-101.461183941717,0.0,edges,M0_senza_gwesp,-9.79605218886794,-9.42475657156255,6.70277141403022e-05,genere_Electronic
0.650060104313249,0.101600221536856,0,6.39821542197559,1.57203397672994e-10,nodematch.gender.F,M0_senza_gwesp,0.450927329279721,0.849192879346778,1.91565596473997,genere_Electronic
0.154799613448624,0.0342924875201469,0,4.51409695367474,6.35871245105561e-06,nodematch.gender.M,M0_senza_gwesp,0.0875875729688471,0.222011653928401,1.16742400159507,genere_Electronic
1.79953404634492,0.200181165944328,0,8.98952725075738,2.4829612623239903e-19,nodematch.gender.mixed,M0_senza_gwesp,1.4071861707108,2.19188192197904,6.04682926569094,genere_Electronic
0.458704832204546,0.0096366935361327,0,47.5998152773703,0.0,nodecov.log_nrel,M0_senza_gwesp,0.439817259943676,0.477592404465416,1.58202367142017,genere_Electronic
0.936355426071034,0.0285931920614739,0,32.7474954198159,3.29603607405417e-235,nodematch.cohort_decade,M0_senza_gwesp,0.880313799427508,0.992397052714559,2.55066835817023,genere_Electronic
-8.37124312789106,0.0990041954008388,1,-84.5544281633558,0.0,edges,M1_con_gwesp,-8.56528778519507,-8.17719847058705,0.000231427680639,genere_Electronic
0.477116310480111,0.0888726691364968,1,5.36853810193685,7.93774230014044e-08,nodematch.gender.F,M1_con_gwesp,0.302929079762633,0.651303541197589,1.6114208582886,genere_Electronic
0.0977641263422404,0.0244074701332483,1,4.0055001935274,6.18863831672744e-05,nodematch.gender.M,M1_con_gwesp,0.0499263639273367,0.145601888757144,1.10270265592203,genere_Electronic
1.50360113646654,0.151003920570551,3,9.95736488685427,2.34187583679608e-23,nodematch.gender.mixed,M1_con_gwesp,1.20763889062391,1.79956338230917,4.49785733887892,genere_Electronic
0.127040179508714,0.008060426189777,1,15.7609754766862,5.7734913882113695e-56,nodecov.log_nrel,M1_con_gwesp,0.111242034476708,0.142838324540721,1.13546263919596,genere_Electronic
0.502730051707189,0.0331658331634573,0,15.1580709349134,6.700869269052571e-52,nodematch.cohort_decade,M1_con_gwesp,0.437726213189549,0.56773389022483,1.65322851472506,genere_Electronic
2.32158903461075,0.0626592207514567,0,37.0510358534387,1.7282065632883798e-300,gwesp.fixed.0.25,M1_con_gwesp,2.19877921863855,2.44439885058295,10.1918566584874,genere_Electronic
-7.54274802131089,0.108579205025144,1,-69.4677035033017,0.0,edges,M2_nodemix_gwesp,-7.75555935263017,-7.32993668999162,0.000529939334429,genere_Electronic
-0.836106105932994,0.0598273765098049,1,-13.9753095440507,2.20552593692346e-44,mix.gender.F.M,M2_nodemix_gwesp,-0.953365609181729,-0.718846602684259,0.433394835613349,genere_Electronic
-0.661850392180011,0.0617926013128224,1,-10.7108355712268,9.05408896261496e-27,mix.gender.M.M,M2_nodemix_gwesp,-0.782961665264186,-0.540739119095837,0.515895841115493,genere_Electronic
-0.331373376271274,0.147762867643133,1,-2.24260249923942,0.0249224589446437,mix.gender.F.mixed,M2_nodemix_gwesp,-0.620983275104173,-0.0417634774383746,0.717937058328748,genere_Electronic
-0.755949889979957,0.0810614856984945,1,-9.32563576236053,1.10320195263425e-20,mix.gender.M.mixed,M2_nodemix_gwesp,-0.914827482482315,-0.597072297477599,0.469564368333176,genere_Electronic
0.599081324023463,0.192677214403147,2,3.10924841777076,0.0018756394425352,mix.gender.mixed.mixed,M2_nodemix_gwesp,0.221440923151793,0.976721724895134,1.82044563228954,genere_Electronic
0.128190222268934,0.0084406290701204,1,15.187282986137,4.29350454880082e-52,nodecov.log_nrel,M2_nodemix_gwesp,0.111646893284636,0.144733551253232,1.13676922095211,genere_Electronic
0.560993187253851,0.0259458879763049,1,21.6216607335304,1.12360630659203e-103,nodematch.cohort_decade,M2_nodemix_gwesp,0.510140181273382,0.611846193234319,1.75241210964498,genere_Electronic
2.18155317679299,0.070313072422338,0,31.0262814813356,2.3838604659326403e-211,gwesp.fixed.0.25,M2_nodemix_gwesp,2.04374208720285,2.31936426638313,8.86005681206153,genere_Electronic
-9.32912182726245,0.0767638402616091,0,-121.530160495737,0.0,edges,M0_senza_gwesp,-9.47957618949019,-9.17866746503471,8.88001847666808e-05,genere_Rock
0.833677260494858,0.254819312255374,0,3.2716408074258,0.0010692532853273,nodematch.gender.F,M0_senza_gwesp,0.334240585909059,1.33311393508066,2.30176739510181,genere_Rock
-0.100028665219975,0.0401772247372223,0,-2.48968578278386,0.0127856076276801,nodematch.gender.M,M0_senza_gwesp,-0.178774578703702,-0.0212827517362471,0.904811481044077,genere_Rock
1.24125359260802,0.211298179615874,0,5.8744168779141,4.24334325384061e-09,nodematch.gender.mixed,M0_senza_gwesp,0.827116770562027,1.655390414654,3.45994811263187,genere_Rock
0.458908246061539,0.0079819061093755,0,57.4935660446453,0.0,nodecov.log_nrel,M0_senza_gwesp,0.443263997559183,0.474552494563895,1.5823455096891,genere_Rock
1.33063589801069,0.0285796381919144,0,46.5588783551202,0.0,nodematch.cohort_decade,M0_senza_gwesp,1.27462083646335,1.38665095955803,3.78344851016256,genere_Rock
-10.3650699676738,0.109985442899855,1,-94.2403803120701,0.0,edges,M1_con_gwesp,-10.5806374745812,-10.1495024607664,3.15142741336199e-05,genere_Rock
0.731150766318631,0.184232233052493,1,3.96863650949888,7.22850445281022e-05,nodematch.gender.F,M1_con_gwesp,0.370062224744355,1.09223930789291,2.07746991504943,genere_Rock
-0.0755960071986921,0.0240096338586634,1,-3.14856976344163,0.0016407155560587,nodematch.gender.M,M1_con_gwesp,-0.122654024843666,-0.0285379895537183,0.927190709278075,genere_Rock
-0.523394955930607,0.361479731467126,1,-1.44792338371593,0.147638479090874,nodematch.gender.mixed,M1_con_gwesp,-1.23188221074738,0.185092298886169,0.592505599176486,genere_Rock
0.0913331392062594,0.00463279512095,2,19.7144783703556,1.61977626863767e-86,nodecov.log_nrel,M1_con_gwesp,0.0822530276214443,0.100413250791074,1.09563394308969,genere_Rock
0.795638699459729,0.0219921680662919,1,36.178274786797,1.33715016821441e-286,nodematch.cohort_decade,M1_con_gwesp,0.752534842107845,0.838742556811613,2.21585581084472,genere_Rock
4.45000600476553,0.0732881365763672,0,60.7193225622344,0.0,gwesp.fixed.0.25,M1_con_gwesp,4.3063638965818,4.59364811294927,85.6274581734664,genere_Rock
-9.8962093619446,0.333466386961411,0,-29.6767822751797,1.53101551717379e-193,edges,M2_nodemix_gwesp,-10.5497914704437,-9.24262725344554,5.03652370497276e-05,genere_Rock
-0.373512835125492,0.334903417646924,0,-1.11528522984281,0.264728212756704,mix.gender.F.M,M2_nodemix_gwesp,-1.02991147201284,0.282885801761854,0.688312151666801,genere_Rock
-0.583991846246354,0.346219866332533,0,-1.68676584747291,0.0916483849048685,mix.gender.M.M,M2_nodemix_gwesp,-1.26257031499039,0.0945866224976826,0.557667793387057,genere_Rock
-0.952323653365246,0.32832292270189,1,-2.90057010192351,0.0037248451082215,mix.gender.F.mixed,M2_nodemix_gwesp,-1.59582475715988,-0.308822549570614,0.385843414643616,genere_Rock
-0.56310604775592,0.333930996466694,0,-1.68629463486204,0.0917390639170872,mix.gender.M.mixed,M2_nodemix_gwesp,-1.21759877415221,0.0913866786403729,0.569437613746371,genere_Rock
-1.75339937210876,0.454842352914894,1,-3.85496064927103,0.0001157482455438,mix.gender.mixed.mixed,M2_nodemix_gwesp,-2.64487400246541,-0.861924741752115,0.173184224059561,genere_Rock
0.105445572056712,0.0051171759569536,1,20.6062040750083,2.4143995813969996e-94,nodecov.log_nrel,M2_nodemix_gwesp,0.0954160914785285,0.115475052634895,1.11120562224032,genere_Rock
0.746681517173479,0.0250755537959192,1,29.7772692579573,7.69483705691019e-195,nodematch.cohort_decade,M2_nodemix_gwesp,0.697534334841081,0.795828699505878,2.10998643208004,genere_Rock
4.39745911394808,0.0703554090320165,1,62.5034972356843,0.0,gwesp.fixed.0.25,M2_nodemix_gwesp,4.25956504612775,4.53535318176842,81.2441739938676,genere_Rock
-10.0389874059195,0.112505771238944,0,-89.2308660735131,0.0,edges,M0_senza_gwesp,-10.2594946656008,-9.81848014623831,4.36639645482848e-05,genere_Pop
0.21452175306996,0.0961858249557084,0,2.23028448494092,0.0257285625258509,nodematch.gender.F,M0_senza_gwesp,0.0260010003334971,0.403042505806422,1.23926907858825,genere_Pop
0.0900097460158373,0.0333139136907234,0,2.70186645890547,0.0068951449892936,nodematch.gender.M,M0_senza_gwesp,0.0247156749979437,0.155303817033731,1.09418494759707,genere_Pop
1.31446823697153,1.02590169807747,0,1.2812808863021,0.20009502399039,nodematch.gender.mixed,M0_senza_gwesp,-0.696262142938799,3.32519861688186,3.72277082692117,genere_Pop
0.502496642034968,0.0107931532666454,0,46.5569819700287,0.0,nodecov.log_nrel,M0_senza_gwesp,0.481342450352722,0.523650833717213,1.65284268022984,genere_Pop
1.21471574973446,0.0286364451528269,0,42.4185244799683,0.0,nodematch.cohort_decade,M0_senza_gwesp,1.15858934858966,1.27084215087926,3.36933619348284,genere_Pop
-8.32284961355872,0.0805032759475632,0,-103.385228931304,0.0,edges,M1_con_gwesp,-8.48063313505343,-8.165066092064,0.0002429026982447,genere_Pop
0.249634284139371,0.0900636507025234,0,2.77175400055571,0.0055755154420612,nodematch.gender.F,M1_con_gwesp,0.07311277244623,0.426155795832513,1.28355591408492,genere_Pop
0.0684471687513516,0.024897784708411,0,2.7491268622075,0.0059754254143362,nodematch.gender.M,M1_con_gwesp,0.0196484074280341,0.117245930074669,1.07084404942828,genere_Pop
1.61130690190286,0.812013132523254,0,1.98433601300989,0.0472183940324725,nodematch.gender.mixed,M1_con_gwesp,0.019790407183734,3.20282339662199,5.00935368559095,genere_Pop
0.216076894180982,0.007796969924763,0,27.712931595994,4.8773572774588104e-169,nodecov.log_nrel,M1_con_gwesp,0.200795113939904,0.23135867442206,1.24119781622086,genere_Pop
0.782319455488913,0.0221399361707375,0,35.335217294931,1.6912517868106798e-273,nodematch.cohort_decade,M1_con_gwesp,0.738925977974252,0.825712933003574,2.18653796588053,genere_Pop
1.49750733818901,0.0265436190123526,0,56.4168487157729,0.0,gwesp.fixed.0.25,M1_con_gwesp,1.44548280090545,1.54953187547258,4.47053164676263,genere_Pop
-8.10755835902892,0.109611453014732,0,-73.966343261039,0.0,edges,M2_nodemix_gwesp,-8.3223928592309,-7.89272385882694,0.0003012535289024,genere_Pop
-0.223208195428749,0.0888606879827726,0,-2.51188912100278,0.0120086812831577,mix.gender.F.M,M2_nodemix_gwesp,-0.397371943516434,-0.0490444473410632,0.799948286379877,genere_Pop
-0.1580889530388,0.0780817618677001,0,-2.024659142639,0.0429023767359712,mix.gender.M.M,M2_nodemix_gwesp,-0.311126394148925,-0.0050515119286748,0.853773832813701,genere_Pop
0.0201979254834733,0.258602697176362,0,0.0781040789752425,0.937745262555691,mix.gender.F.mixed,M2_nodemix_gwesp,-0.486654047287115,0.527049898254061,1.02040328385448,genere_Pop
-0.225897190362224,0.119872679563743,0,-1.88447602226244,0.0595006151775798,mix.gender.M.mixed,M2_nodemix_gwesp,-0.460843325037471,0.009048944313024,0.797800118990768,genere_Pop
1.0055058865872,1.00505909470844,0,1.00044454289415,0.317095422948422,mix.gender.mixed.mixed,M2_nodemix_gwesp,-0.964373741375785,2.97538551455018,2.73328965770822,genere_Pop
0.216960942009164,0.0078267625908633,0,27.7203939036601,3.96499553008863e-169,nodecov.log_nrel,M2_nodemix_gwesp,0.201620769215526,0.232301114802801,1.24229557962081,genere_Pop
0.784067745759267,0.0221486835574761,0,35.400196301717,1.69564173538822e-274,nodematch.cohort_decade,M2_nodemix_gwesp,0.740657123681639,0.827478367836895,2.19036401247753,genere_Pop
1.49953932366207,0.0260272780569444,0,57.6141431455594,0.0,gwesp.fixed.0.25,M2_nodemix_gwesp,1.44852679605485,1.55055185126929,4.47962493771443,genere_Pop
-10.3551711710604,0.081240372246232,0,-127.463364393196,0.0,edges,M0_senza_gwesp,-10.5143993747536,-10.1959429673671,3.1827776612421e-05,genere_Folk_World_&_Country
0.625827205590369,0.126087133586977,0,4.96345017756043,6.92518121345845e-07,nodematch.gender.F,M0_senza_gwesp,0.378700964846003,0.872953446334735,1.86979202030016,genere_Folk_World_&_Country
0.205941428369888,0.037943519114537,0,5.42757849497906,5.71237469655877e-08,nodematch.gender.M,M0_senza_gwesp,0.131573497458688,0.280309359281088,1.22868123602481,genere_Folk_World_&_Country
0.363466169419271,0.593799283618867,0,0.612102741525979,0.540469783814075,nodematch.gender.mixed,M0_senza_gwesp,-0.800359040519394,1.52729137935794,1.43830619734826,genere_Folk_World_&_Country
0.677656246143769,0.0087244391277565,0,77.6733307689458,0.0,nodecov.log_nrel,M0_senza_gwesp,0.660556659668054,0.694755832619484,1.96925686588573,genere_Folk_World_&_Country
0.940986964730187,0.0299297137004161,0,31.4398919464808,5.77007091864477e-217,nodematch.cohort_decade,M0_senza_gwesp,0.882325803809777,0.999648125650598,2.56250927694755,genere_Folk_World_&_Country
-12.194883062391,0.141061176779626,0,-86.451023171617,0.0,edges,M1_con_gwesp,-12.4713578884959,-11.9184082362861,5.05626210340594e-06,genere_Folk_World_&_Country
0.649024278901447,0.0782656310321372,1,8.29258347939399,1.1081484411064001e-16,nodematch.gender.F,M1_con_gwesp,0.495626460851157,0.802422096951736,1.91367270694316,genere_Folk_World_&_Country
0.154863759355542,0.0183894397046285,2,8.42134191378131,3.72196299788243e-17,nodematch.gender.M,M1_con_gwesp,0.1188211198386,0.190906398872485,1.16749888946826,genere_Folk_World_&_Country
1.5610207046374,0.239805883364415,5,6.50951795984603,7.53923417393706e-11,nodematch.gender.mixed,M1_con_gwesp,1.09100980996234,2.03103159931247,4.76368107585529,genere_Folk_World_&_Country
0.280762544625127,0.0072477802135518,1,38.7377288428475,0.0,nodecov.log_nrel,M1_con_gwesp,0.266557156438703,0.29496793281155,1.32413914264497,genere_Folk_World_&_Country
0.731522881434091,0.019364548617861,2,37.7763972643993,0.0,nodematch.cohort_decade,M1_con_gwesp,0.693569063566208,0.769476699301973,2.07824311685785,genere_Folk_World_&_Country
4.74270296630158,0.113075312858491,0,41.9428683981347,0.0,gwesp.fixed.0.25,M1_con_gwesp,4.52107942555834,4.96432650704482,114.743931877617,genere_Folk_World_&_Country
-11.327374528807,0.167439306141816,1,-67.6506298898123,0.0,edges,M2_nodemix_gwesp,-11.6555495384413,-10.9991995191727,1.20388151931902e-05,genere_Folk_World_&_Country
-0.714561365335523,0.07908732148191,1,-9.03509376656494,1.63861887520564e-19,mix.gender.F.M,M2_nodemix_gwesp,-0.869569667073807,-0.559553063597238,0.489406735481407,genere_Folk_World_&_Country
-0.543226611062726,0.0715189556927114,1,-7.59556128583246,3.06461147764653e-14,mix.gender.M.M,M2_nodemix_gwesp,-0.683401188432356,-0.403052033693096,0.580870980657632,genere_Folk_World_&_Country
-0.101475302287236,0.166330222644505,1,-0.610083367134769,0.54180658413249,mix.gender.F.mixed,M2_nodemix_gwesp,-0.427476548210994,0.224525943636523,0.90350349353643,genere_Folk_World_&_Country
-0.74497032875082,0.0748624018288026,2,-9.95119459905172,2.4917392445869102e-23,mix.gender.M.mixed,M2_nodemix_gwesp,-0.891697940131438,-0.598242717370201,0.474748386108596,genere_Folk_World_&_Country
0.997684736730629,0.520307296558281,1,1.91749134277012,0.0551755397664727,mix.gender.mixed.mixed,M2_nodemix_gwesp,-0.0220988254170029,2.01746829887826,2.71199557036514,genere_Folk_World_&_Country
0.267295307589295,0.0093916079583911,1,28.4610802296613,3.55389079633953e-178,nodecov.log_nrel,M2_nodemix_gwesp,0.248888094233929,0.285702520944661,1.30642618693964,genere_Folk_World_&_Country
0.71479111843196,0.0224287693292678,1,31.8693864981354,7.09335514947159e-223,nodematch.cohort_decade,M2_nodemix_gwesp,0.670831538329039,0.758750698534882,2.04375973393137,genere_Folk_World_&_Country
4.67131835527135,0.123432005373298,0,37.8452763620244,0.0,gwesp.fixed.0.25,M2_nodemix_gwesp,4.42939607020013,4.91324064034256,106.838500727961,genere_Folk_World_&_Country
-8.4118940415061,0.121478629676138,0,-69.2458752945451,0.0,edges,M0_senza_gwesp,-8.64998778056261,-8.17380030244959,0.0002222085858078,genere_Classical
0.538234061090352,0.122441961524535,0,4.3958301091289,1.10350219728742e-05,nodematch.gender.F,M0_senza_gwesp,0.298252226305825,0.77821589587488,1.71297917304157,genere_Classical
0.0940810098668623,0.0549341512840288,0,1.71261424210289,0.0867835314016573,nodematch.gender.M,M0_senza_gwesp,-0.0135879481711089,0.201749967904833,1.09864874370073,genere_Classical
1.16169799329672,0.463934327950983,0,2.50401387288474,0.0122793219346467,nodematch.gender.mixed,M0_senza_gwesp,0.252403419320998,2.07099256727244,3.19535436261778,genere_Classical
0.471001099915748,0.0166760455906016,0,28.2441719984981,1.67839368831204e-175,nodecov.log_nrel,M0_senza_gwesp,0.438316651153621,0.503685548677876,1.60159674929492,genere_Classical
1.52416954577761,0.050535242551252,0,30.1605269675281,7.80608409069099e-200,nodematch.cohort_decade,M0_senza_gwesp,1.42512229042716,1.62321680112806,4.5913290970186,genere_Classical
-8.85309469362967,0.198704631138292,0,-44.5540430684184,0.0,edges,M1_con_gwesp,-9.24254861422204,-8.4636407730373,0.0001429386996153,genere_Classical
0.49397945177655,0.128982397023721,0,3.82982068231918,0.0001282366706511,nodematch.gender.F,M1_con_gwesp,0.241178598970411,0.74678030458269,1.63882488550783,genere_Classical
0.0510982125201563,0.0457202248320121,0,1.11762819863429,0.263725820153099,nodematch.gender.M,M1_con_gwesp,-0.0385117815156612,0.140708206555974,1.05242624964193,genere_Classical
1.27225495362805,0.462071982346344,0,2.75336960957403,0.0058985261393034,nodematch.gender.mixed,M1_con_gwesp,0.366610509964188,2.17789939729191,3.5688911797084,genere_Classical
0.108395225825396,0.0193716927349148,0,5.59554744692128,2.19926690137426e-08,nodecov.log_nrel,M1_con_gwesp,0.0704274057453869,0.146363045905405,1.11448813284668,genere_Classical
1.1607166917093,0.0509126651956164,0,22.7981915157967,4.77851642209568e-115,nodematch.cohort_decade,M1_con_gwesp,1.06092970156895,1.26050368184965,3.19222029429399,genere_Classical
3.11628655683911,0.139689249514318,0,22.3087071315369,3.04160563373817e-110,gwesp.fixed.0.25,M1_con_gwesp,2.84250065876362,3.3900724549146,22.5624395494129,genere_Classical
-8.37391103167738,0.40121922177609,0,-20.8711611437964,9.79260920647278e-97,edges,M2_nodemix_gwesp,-9.1602862562637,-7.58753580709105,0.0002308110767392,genere_Classical
